no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,income_to_loan_ratio,total_assets
0,1,1,8200000,28800000,4,619,9000000,1100000,23000000,6300000,0.2847222222222222,33100000
4,0,1,700000,2700000,16,583,1100000,1200000,1400000,300000,0.25925925925925924,3700000
1,1,1,8700000,20500000,6,523,19300000,6500000,23700000,4800000,0.424390243902439,49500000
0,0,1,2800000,7800000,10,405,7800000,2500000,7100000,3400000,0.358974358974359,17400000
5,0,1,2000000,6300000,4,366,5300000,2200000,5400000,2800000,0.31746031746031744,12900000
0,0,1,1400000,5100000,6,890,4100000,1900000,5200000,1900000,0.27450980392156865,11200000
1,0,0,6400000,16900000,2,703,6300000,7300000,15900000,7400000,0.378698224852071,29500000
1,1,1,4900000,12600000,4,718,11800000,7300000,11800000,3800000,0.3888888888888889,30900000
2,0,1,1600000,4700000,12,582,1500000,1300000,5200000,1000000,0.3404255319148936,8000000
1,0,0,6100000,19100000,6,341,5700000,5900000,12400000,6300000,0.3193717277486911,24000000
4,1,1,1600000,3800000,2,896,1200000,400000,4800000,2000000,0.42105263157894735,6400000
0,0,0,6400000,14000000,8,486,5100000,12700000,23900000,3700000,0.45714285714285713,41700000
1,1,0,4400000,12100000,4,884,9800000,6500000,15000000,6000000,0.36363636363636365,31300000
4,1,0,6000000,18000000,18,882,6700000,2500000,12200000,7500000,0.3333333333333333,21400000
0,1,1,1600000,3400000,8,867,-100000,2700000,4300000,1300000,0.47058823529411764,6900000
2,0,1,6200000,23800000,4,489,2900000,7500000,21300000,3300000,0.2605042016806723,31700000
4,0,1,6500000,20200000,12,653,18600000,1400000,23800000,6400000,0.3217821782178218,43800000
1,0,0,9800000,37900000,4,816,21800000,12200000,26100000,8500000,0.25857519788918204,60100000
5,1,1,4100000,9600000,2,307,8800000,7800000,8500000,3100000,0.4270833333333333,25100000
2,0,1,500000,1600000,4,663,1300000,100000,1300000,700000,0.3125,2700000
5,0,0,700000,2400000,16,447,1300000,700000,2600000,800000,0.2916666666666667,4600000
0,1,0,4700000,15500000,16,311,12800000,200000,17500000,2700000,0.3032258064516129,30500000
5,0,1,3000000,11900000,14,459,6000000,4800000,11700000,4200000,0.25210084033613445,22500000
2,1,0,2700000,6700000,8,413,7600000,800000,9200000,2300000,0.40298507462686567,17600000
3,0,1,1900000,5300000,12,436,2300000,3500000,5000000,2600000,0.3584905660377358,10800000
4,1,0,7600000,18600000,18,779,9100000,5600000,15200000,10000000,0.40860215053763443,29900000
4,0,0,4800000,14300000,6,795,5900000,0,11100000,2600000,0.3356643356643357,17000000
1,1,1,9900000,25700000,2,340,15600000,18800000,29500000,11800000,0.3852140077821012,63900000
1,1,0,5700000,17200000,4,512,4300000,7000000,21400000,3000000,0.3313953488372093,32700000
5,1,0,1000000,2000000,4,524,2700000,1800000,2200000,700000,0.5,6700000
5,1,1,7600000,25700000,4,607,12900000,13600000,29100000,4900000,0.29571984435797666,55600000
4,0,0,1800000,4100000,12,670,1900000,2900000,4700000,2200000,0.43902439024390244,9500000
0,0,0,5400000,18400000,8,625,12100000,3000000,13000000,4800000,0.29347826086956524,28100000
0,1,0,4500000,14500000,2,766,6100000,8400000,17200000,6600000,0.3103448275862069,31700000
1,0,1,7600000,29300000,14,690,13900000,4000000,30000000,9100000,0.2593856655290102,47900000
3,1,1,3700000,13800000,10,621,4000000,800000,11900000,5300000,0.26811594202898553,16700000
2,1,1,1900000,7000000,14,818,4800000,3500000,4500000,2100000,0.2714285714285714,12800000
1,1,1,7900000,19100000,2,593,20800000,12200000,26100000,7800000,0.41361256544502617,59100000
0,0,0,3000000,8100000,6,683,3200000,4900000,10200000,3200000,0.37037037037037035,18300000
5,1,0,5700000,18400000,4,579,12800000,4000000,17200000,4900000,0.30978260869565216,34000000
3,0,0,7400000,17500000,20,317,17700000,14000000,27000000,9500000,0.4228571428571429,58700000
1,0,1,9700000,35900000,2,719,19600000,7600000,20400000,10900000,0.27019498607242337,47600000
5,0,0,9900000,35700000,10,392,7900000,4300000,39200000,13000000,0.2773109243697479,51400000
2,0,1,7800000,25400000,10,513,22100000,600000,23500000,9800000,0.30708661417322836,46200000
4,1,1,2700000,6800000,10,455,4700000,2600000,7400000,2700000,0.39705882352941174,14700000
4,0,0,1600000,4900000,8,685,3200000,2000000,3800000,1500000,0.32653061224489793,9000000
0,1,0,1800000,4200000,6,836,1300000,1900000,6800000,2000000,0.42857142857142855,10000000
5,1,1,4200000,11200000,2,758,5300000,6500000,9600000,3800000,0.375,21400000
2,0,1,8300000,19500000,4,415,2300000,9400000,21700000,8600000,0.4256410256410256,33400000
1,1,1,2600000,6600000,20,765,2100000,200000,5200000,1300000,0.3939393939393939,7500000
5,1,1,5900000,22600000,18,630,2300000,4200000,16500000,6800000,0.2610619469026549,23000000
3,1,1,800000,2900000,10,644,600000,500000,2900000,400000,0.27586206896551724,4000000
0,0,1,8500000,33700000,10,483,18800000,8900000,29000000,12200000,0.2522255192878338,56700000
1,1,1,4700000,18700000,20,445,2100000,0,11100000,4000000,0.25133689839572193,13200000
1,0,0,5900000,16800000,4,806,11200000,9700000,22800000,7100000,0.35119047619047616,43700000
4,1,0,6400000,14800000,6,537,2300000,3700000,18600000,6500000,0.43243243243243246,24600000
1,0,0,2900000,9600000,4,658,8200000,4300000,7000000,2700000,0.3020833333333333,19500000
4,1,0,1200000,4300000,8,598,1600000,1800000,3200000,1300000,0.27906976744186046,6600000
0,0,1,1000000,3100000,6,525,1900000,1700000,2800000,1400000,0.3225806451612903,6400000
3,1,1,700000,1600000,18,303,600000,500000,2000000,600000,0.4375,3100000
4,1,0,7300000,19800000,8,724,5500000,6000000,29000000,10300000,0.3686868686868687,40500000
2,0,0,9300000,22000000,14,393,4300000,3800000,28400000,13900000,0.42272727272727273,36500000
0,1,0,2400000,7800000,14,665,5200000,2900000,6200000,2900000,0.3076923076923077,14300000
5,0,1,5300000,17800000,16,505,9200000,8500000,14600000,4100000,0.29775280898876405,32300000
4,0,0,7900000,30600000,2,569,7600000,3400000,20100000,7400000,0.2581699346405229,31100000
3,1,0,200000,800000,20,730,0,300000,400000,300000,0.25,700000
1,1,1,9000000,25400000,16,655,22000000,8800000,29100000,7200000,0.3543307086614173,59900000
3,0,0,1300000,2900000,8,733,3800000,1900000,3800000,1800000,0.4482758620689655,9500000
4,1,0,8900000,34900000,14,694,15400000,2800000,20600000,9100000,0.25501432664756446,38800000
1,1,1,8700000,30700000,6,708,20600000,4500000,27600000,9300000,0.28338762214983715,52700000
0,1,0,7800000,28800000,12,465,4700000,7500000,28800000,7400000,0.2708333333333333,41000000
5,1,1,4900000,15900000,8,505,12400000,4900000,14900000,6100000,0.3081761006289308,32200000
2,1,1,7800000,29600000,14,568,-100000,8600000,27000000,7200000,0.2635135135135135,35500000
0,0,1,6400000,16900000,16,759,16200000,7100000,15200000,3100000,0.378698224852071,38500000
2,1,1,4000000,8500000,6,323,11200000,1000000,14300000,4100000,0.47058823529411764,26500000
1,1,0,9300000,28900000,6,526,11100000,1600000,19700000,11000000,0.3217993079584775,32400000
3,1,1,4700000,17500000,8,585,1200000,3100000,9600000,4900000,0.26857142857142857,13900000
3,0,0,1100000,2100000,8,737,2900000,2000000,2500000,900000,0.5238095238095238,7400000
4,0,1,3900000,9200000,12,737,2800000,2300000,12300000,5200000,0.42391304347826086,17400000
1,0,1,9300000,27900000,12,600,2100000,4200000,29000000,6600000,0.3333333333333333,35300000
4,1,0,4300000,13900000,2,894,10100000,100000,8600000,3300000,0.30935251798561153,18800000
5,0,1,8200000,28900000,4,485,16500000,3000000,19400000,6800000,0.2837370242214533,38900000
4,1,0,1200000,3300000,12,876,400000,100000,3800000,1000000,0.36363636363636365,4300000
3,1,0,9300000,36600000,6,431,22000000,14600000,32900000,8800000,0.2540983606557377,69500000
3,1,1,7100000,25400000,10,725,20600000,5300000,16000000,8600000,0.2795275590551181,41900000
4,1,0,3200000,10600000,16,693,7800000,4900000,10400000,1800000,0.3018867924528302,23100000
0,1,1,2600000,6000000,8,382,1700000,2200000,8200000,1600000,0.43333333333333335,12100000
1,0,1,3500000,8100000,10,626,7100000,5500000,7200000,2900000,0.43209876543209874,19800000
1,0,0,1000000,2100000,6,715,2200000,1000000,2200000,1100000,0.47619047619047616,5400000
2,1,1,2900000,10200000,10,315,8100000,400000,6500000,1600000,0.28431372549019607,15000000
5,0,0,600000,1300000,14,408,1000000,300000,1600000,900000,0.46153846153846156,2900000
5,1,0,8300000,20700000,2,537,8400000,14300000,19700000,7800000,0.40096618357487923,42400000
5,0,0,4000000,13700000,6,496,-100000,1400000,15800000,3700000,0.291970802919708,17100000
2,1,0,7000000,24200000,6,892,20600000,500000,21400000,9200000,0.2892561983471074,42500000
1,1,1,7400000,17200000,8,899,16500000,8700000,16700000,4900000,0.43023255813953487,41900000
1,0,1,4400000,14700000,8,894,11400000,6300000,9400000,2400000,0.29931972789115646,27100000
4,1,0,8100000,19300000,14,821,16500000,8500000,25800000,8300000,0.41968911917098445,50800000
0,1,0,7600000,25200000,6,888,12700000,10900000,24500000,7500000,0.30158730158730157,48100000
5,1,0,7600000,16300000,18,872,5100000,1900000,20700000,5000000,0.4662576687116564,27700000
4,0,0,4800000,18600000,14,774,10800000,5800000,12700000,6500000,0.25806451612903225,29300000
4,1,0,9800000,32200000,18,593,9500000,400000,34000000,14300000,0.30434782608695654,43900000
3,1,0,7900000,28000000,4,394,22800000,13200000,18200000,3900000,0.28214285714285714,54200000
2,0,0,300000,800000,18,819,300000,300000,900000,400000,0.375,1500000
2,0,0,5900000,14000000,8,599,4700000,9500000,17800000,6700000,0.42142857142857143,32000000
3,1,0,700000,2500000,14,819,1600000,1000000,2100000,900000,0.28,4700000
2,1,0,9800000,25300000,12,313,20200000,5200000,25500000,9300000,0.38735177865612647,50900000
2,0,0,4300000,9400000,2,485,11000000,8100000,11000000,2200000,0.4574468085106383,30100000
2,1,1,6200000,16500000,4,510,14100000,4700000,18200000,6300000,0.37575757575757573,37000000
2,1,0,1200000,4100000,8,497,2700000,700000,3700000,1300000,0.2926829268292683,7100000
5,0,1,6500000,18300000,4,333,8100000,400000,21700000,7000000,0.3551912568306011,30200000
3,1,1,9900000,36500000,16,562,17300000,18500000,22300000,9800000,0.27123287671232876,58100000
1,0,0,8400000,21800000,2,492,4000000,11000000,18200000,6600000,0.3853211009174312,33200000
4,0,1,7200000,23100000,14,644,13300000,3500000,18300000,4200000,0.3116883116883117,35100000
3,0,0,6900000,22800000,16,582,17700000,2200000,23500000,4400000,0.3026315789473684,43400000
2,1,1,2100000,6900000,2,566,700000,1500000,8100000,1000000,0.30434782608695654,10300000
3,0,1,7400000,15200000,10,548,16700000,12800000,19300000,4800000,0.4868421052631579,48800000
3,0,1,4100000,15500000,6,667,2800000,1600000,14700000,4000000,0.2645161290322581,19100000
4,0,1,4700000,9500000,18,876,11800000,6600000,18000000,4100000,0.49473684210526314,36400000
2,0,0,4700000,12500000,14,375,1300000,6300000,10100000,5400000,0.376,17700000
1,0,0,800000,2900000,8,682,2200000,1100000,2900000,700000,0.27586206896551724,6200000
0,1,0,5900000,23300000,16,581,2200000,8100000,14900000,5800000,0.2532188841201717,25200000
5,1,0,7400000,18000000,2,792,5300000,9400000,19900000,5300000,0.4111111111111111,34600000
4,0,1,6400000,21700000,10,384,16500000,8200000,15100000,5700000,0.29493087557603687,39800000
1,1,1,6000000,12200000,16,743,8800000,2600000,20600000,2900000,0.4918032786885246,32000000
5,1,1,800000,2500000,4,780,500000,900000,1700000,400000,0.32,3100000
3,0,0,9800000,28300000,2,715,19500000,9600000,28800000,9200000,0.3462897526501767,57900000
2,1,1,7300000,15200000,20,776,14700000,9600000,26400000,4100000,0.48026315789473684,50700000
0,1,0,1200000,2900000,18,348,400000,1200000,2900000,600000,0.41379310344827586,4500000
2,0,0,5300000,16700000,18,339,4600000,3300000,12000000,4100000,0.31736526946107785,19900000
2,0,1,9100000,24200000,16,685,25600000,1900000,31100000,9100000,0.3760330578512397,58600000
5,0,1,600000,1500000,12,509,1600000,100000,1900000,800000,0.4,3600000
1,1,1,4700000,15000000,20,835,2100000,2500000,10100000,3800000,0.31333333333333335,14700000
4,0,0,5700000,14800000,16,697,14300000,7800000,12900000,6300000,0.38513513513513514,35000000
5,0,1,700000,1300000,16,362,2100000,1300000,2000000,1000000,0.5384615384615384,5400000
4,0,1,6000000,12900000,14,723,700000,1600000,13600000,4100000,0.46511627906976744,15900000
5,0,0,900000,2300000,16,590,1200000,1500000,2100000,900000,0.391304347826087,4800000
0,1,0,9100000,30100000,8,322,26200000,9500000,18800000,5900000,0.3023255813953488,54500000
4,1,1,6100000,21200000,6,808,700000,7200000,22300000,6100000,0.28773584905660377,30200000
2,1,0,2800000,5900000,6,895,1000000,3900000,10900000,1500000,0.4745762711864407,15800000
1,1,0,1600000,5100000,12,548,2200000,2700000,3600000,800000,0.3137254901960784,8500000
3,0,0,8400000,32600000,4,509,22700000,12600000,32400000,8700000,0.25766871165644173,67700000
2,1,1,3800000,12500000,14,842,3700000,6700000,14600000,5300000,0.304,25000000
0,1,0,600000,1600000,6,647,1500000,600000,1500000,700000,0.375,3600000
5,0,1,2400000,6800000,8,464,1900000,1300000,9500000,1900000,0.35294117647058826,12700000
0,0,0,4300000,16900000,8,884,6500000,5400000,12000000,3700000,0.25443786982248523,23900000
2,0,0,2500000,8700000,4,684,0,600000,9700000,2600000,0.28735632183908044,10300000
5,1,0,6500000,18500000,4,891,13600000,3300000,23600000,7100000,0.35135135135135137,40500000
4,0,0,6900000,16500000,8,426,3900000,5200000,18300000,9000000,0.41818181818181815,27400000
3,0,0,8200000,28300000,2,530,15000000,10500000,20200000,12100000,0.28975265017667845,45700000
1,1,1,4300000,16300000,14,792,400000,400000,10200000,4000000,0.26380368098159507,11000000
4,0,1,7900000,30700000,10,322,10600000,13200000,30300000,6300000,0.25732899022801303,54100000
1,1,1,7800000,27200000,16,454,16100000,3400000,17100000,11400000,0.2867647058823529,36600000
0,0,1,7200000,21900000,4,446,17700000,10900000,24500000,7600000,0.3287671232876712,53100000
1,1,0,4100000,12800000,8,780,8200000,700000,14100000,5800000,0.3203125,23000000
2,0,1,2200000,8100000,8,710,500000,2900000,7300000,1000000,0.2716049382716049,10700000
2,1,1,9900000,21200000,16,363,25500000,11400000,26600000,6800000,0.4669811320754717,63500000
2,1,1,5600000,16700000,14,856,400000,10200000,14700000,5200000,0.33532934131736525,25300000
2,1,0,8900000,29200000,8,608,10800000,5200000,33500000,11700000,0.3047945205479452,49500000
5,0,0,4600000,10500000,8,758,3900000,4300000,15800000,2900000,0.4380952380952381,24000000
1,1,1,7800000,22200000,10,763,11200000,1400000,27000000,4900000,0.35135135135135137,39600000
1,1,1,2900000,9900000,18,783,1300000,100000,11000000,2600000,0.29292929292929293,12400000
3,0,0,3200000,8200000,8,311,4900000,5600000,10700000,1600000,0.3902439024390244,21200000
2,0,0,2900000,6600000,10,326,8600000,2200000,7400000,3400000,0.4393939393939394,18200000
1,0,0,2600000,6600000,6,506,2300000,1900000,9600000,2100000,0.3939393939393939,13800000
4,0,0,1100000,4000000,14,887,2400000,1500000,4200000,1600000,0.275,8100000
0,0,1,7400000,16300000,16,630,11200000,13200000,28400000,5300000,0.4539877300613497,52800000
4,0,0,8200000,25200000,18,691,5800000,8900000,28500000,10500000,0.3253968253968254,43200000
2,1,0,3100000,9000000,20,892,5000000,5600000,7100000,4000000,0.34444444444444444,17700000
2,0,1,2100000,8100000,4,592,2000000,2500000,7900000,2700000,0.25925925925925924,12400000
3,1,1,5400000,14300000,4,595,4100000,2800000,19300000,4900000,0.3776223776223776,26200000
2,0,1,4700000,15100000,8,799,9700000,2500000,10700000,4700000,0.31125827814569534,22900000
4,1,0,7100000,28200000,14,496,6300000,10900000,27700000,4600000,0.25177304964539005,44900000
2,1,1,3800000,8000000,12,866,6000000,600000,8400000,1900000,0.475,15000000
0,1,0,5100000,13600000,18,351,1700000,3700000,14400000,7600000,0.375,19800000
0,0,1,4100000,11100000,16,785,6800000,5300000,8500000,4800000,0.36936936936936937,20600000
5,1,0,6800000,20000000,4,459,14500000,3000000,25000000,4900000,0.34,42500000
0,1,1,6000000,22700000,10,480,200000,11900000,13700000,8700000,0.2643171806167401,25800000
3,1,1,9300000,23500000,16,728,3500000,9900000,27300000,9800000,0.39574468085106385,40700000
3,0,0,1500000,5400000,18,687,200000,400000,4500000,1700000,0.2777777777777778,5100000
0,1,1,3000000,11000000,16,331,8000000,4500000,6600000,2400000,0.2727272727272727,19100000
4,0,0,6200000,17300000,6,837,12600000,3700000,24700000,4600000,0.3583815028901734,41000000
5,0,1,3800000,12000000,2,649,6200000,5300000,10300000,4200000,0.31666666666666665,21800000
3,1,1,1800000,3600000,18,465,600000,500000,5400000,2600000,0.5,6500000
0,1,0,200000,800000,20,331,300000,0,500000,100000,0.25,800000
2,0,0,6800000,22600000,20,393,2100000,2200000,20300000,8200000,0.3008849557522124,24600000
4,0,0,9300000,35900000,18,461,9800000,12700000,26200000,11400000,0.2590529247910863,48700000
3,1,1,5500000,20400000,10,546,10600000,8200000,13500000,4000000,0.2696078431372549,32300000
3,0,1,2900000,5800000,12,353,8400000,2600000,10100000,3100000,0.5,21100000
0,0,0,300000,500000,2,885,200000,400000,700000,200000,0.6,1300000
0,1,1,6600000,23300000,12,338,2400000,800000,18900000,9300000,0.2832618025751073,22100000
4,1,1,9700000,32300000,18,387,11600000,14300000,20000000,5400000,0.30030959752321984,45900000
4,0,0,1900000,6100000,2,462,2100000,3300000,5400000,2500000,0.3114754098360656,10800000
1,0,1,6900000,23400000,4,481,18700000,1100000,23400000,10200000,0.2948717948717949,43200000
4,0,1,9600000,21100000,6,809,16100000,9500000,34700000,8700000,0.4549763033175355,60300000
3,1,0,2400000,8600000,8,684,3400000,2400000,6200000,1600000,0.27906976744186046,12000000
3,1,0,5500000,20500000,12,634,800000,8600000,18500000,8200000,0.2682926829268293,27900000
2,1,0,4900000,13500000,8,328,10500000,8100000,18300000,3400000,0.362962962962963,36900000
5,1,1,5400000,18800000,20,326,9700000,10100000,14800000,3200000,0.2872340425531915,34600000
0,1,1,8600000,23000000,14,678,18800000,16400000,22900000,12000000,0.3739130434782609,58100000
5,1,1,5500000,17300000,16,874,1000000,2900000,13700000,7900000,0.3179190751445087,17600000
4,0,0,5600000,15600000,12,470,9900000,10700000,14600000,7000000,0.358974358974359,35200000
5,0,1,4200000,8500000,4,386,8700000,4600000,10500000,6000000,0.49411764705882355,23800000
3,1,1,3200000,7200000,6,728,4800000,2000000,8000000,4600000,0.4444444444444444,14800000
3,0,1,9400000,20500000,6,645,17400000,13000000,24500000,10200000,0.4585365853658537,54900000
3,1,0,5100000,11000000,16,826,11800000,2900000,12900000,2700000,0.4636363636363636,27600000
2,0,1,9900000,33400000,14,783,16600000,16100000,21000000,9500000,0.2964071856287425,53700000
